path	language	class	owner	dependency_direction
packages/agent/src/domains/session/event_store/sqlite/repositories/trace.rs	rust	adapter	rust:domain-session	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/session/event_store/sqlite/repositories/workspace.rs	rust	adapter	rust:domain-session	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/session/event_store/sqlite/row_types.rs	rust	adapter	rust:domain-session	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/session/event_store/store/event_store/auxiliary.rs	rust	implementation	rust:domain-session	owner-private; callers must enter through the owner facade or contract
packages/agent/src/domains/session/event_store/store/event_store/event_log.rs	rust	implementation	rust:domain-session	owner-private; callers must enter through the owner facade or contract
packages/agent/src/domains/session/event_store/store/event_store/locking.rs	rust	implementation	rust:domain-session	owner-private; callers must enter through the owner facade or contract
packages/agent/src/domains/session/event_store/store/event_store/logs.rs	rust	implementation	rust:domain-session	owner-private; callers must enter through the owner facade or contract
packages/agent/src/domains/session/event_store/store/event_store/mod.rs	rust	facade	rust:domain-session	callers may depend on this narrow owner-approved surface only
packages/agent/src/domains/session/event_store/store/event_store/session_lifecycle.rs	rust	implementation	rust:domain-session	owner-private; callers must enter through the owner facade or contract
packages/agent/src/domains/session/event_store/store/event_store/state.rs	rust	implementation	rust:domain-session	owner-private; callers must enter through the owner facade or contract
packages/agent/src/domains/session/event_store/store/event_store/tests/activity_summary.rs	rust	test-support	rust:domain-session	test-only helper; production code must not depend on it
packages/agent/src/domains/session/event_store/store/event_store/tests/append_counters.rs	rust	test-support	rust:domain-session	test-only helper; production code must not depend on it
packages/agent/src/domains/session/event_store/store/event_store/tests/auto_sequence.rs	rust	test-support	rust:domain-session	test-only helper; production code must not depend on it
packages/agent/src/domains/session/event_store/store/event_store/tests/mod.rs	rust	test-support	rust:domain-session	test-only helper; production code must not depend on it
packages/agent/src/domains/session/event_store/store/event_store/tests/queries_state.rs	rust	test-support	rust:domain-session	test-only helper; production code must not depend on it
packages/agent/src/domains/session/event_store/store/event_store/tests/session_creation.rs	rust	test-support	rust:domain-session	test-only helper; production code must not depend on it
packages/agent/src/domains/session/event_store/store/event_store/tests/tree_sessions.rs	rust	test-support	rust:domain-session	test-only helper; production code must not depend on it
packages/agent/src/domains/session/event_store/store/event_store/trace_log.rs	rust	implementation	rust:domain-session	owner-private; callers must enter through the owner facade or contract
packages/agent/src/domains/session/event_store/store/mod.rs	rust	facade	rust:domain-session	callers may depend on this narrow owner-approved surface only
packages/agent/src/domains/session/event_store/trace.rs	rust	implementation	rust:domain-session	owner-private; callers must enter through the owner facade or contract
packages/agent/src/domains/session/event_store/types/base.rs	rust	contract	rust:domain-session	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/session/event_store/types/generated.rs	rust	contract	rust:domain-session	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/session/event_store/types/macros.rs	rust	contract	rust:domain-session	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/session/event_store/types/mod.rs	rust	contract	rust:domain-session	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/session/event_store/types/payloads/capability_invocation.rs	rust	contract	rust:domain-session	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/session/event_store/types/payloads/compact.rs	rust	contract	rust:domain-session	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/session/event_store/types/payloads/context.rs	rust	contract	rust:domain-session	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/session/event_store/types/payloads/error.rs	rust	contract	rust:domain-session	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/session/event_store/types/payloads/message.rs	rust	contract	rust:domain-session	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/session/event_store/types/payloads/message_ops.rs	rust	contract	rust:domain-session	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/session/event_store/types/payloads/metadata.rs	rust	contract	rust:domain-session	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/session/event_store/types/payloads/mod.rs	rust	contract	rust:domain-session	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/session/event_store/types/payloads/session.rs	rust	contract	rust:domain-session	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/session/event_store/types/payloads/streaming.rs	rust	contract	rust:domain-session	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/session/event_store/types/payloads/token_usage.rs	rust	contract	rust:domain-session	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/session/event_store/types/payloads/turn.rs	rust	contract	rust:domain-session	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/session/event_store/types/state.rs	rust	contract	rust:domain-session	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/session/event_store/types/tests.rs	rust	test-support	rust:domain-session	test-only helper; production code must not depend on it
packages/agent/src/domains/session/lifecycle/archive.rs	rust	implementation	rust:domain-session	owner-private; callers must enter through the owner facade or contract
packages/agent/src/domains/session/lifecycle/create.rs	rust	implementation	rust:domain-session	owner-private; callers must enter through the owner facade or contract
packages/agent/src/domains/session/lifecycle/delete.rs	rust	implementation	rust:domain-session	owner-private; callers must enter through the owner facade or contract
packages/agent/src/domains/session/lifecycle/fork.rs	rust	implementation	rust:domain-session	owner-private; callers must enter through the owner facade or contract
packages/agent/src/domains/session/lifecycle/mod.rs	rust	facade	rust:domain-session	callers may depend on this narrow owner-approved surface only
packages/agent/src/domains/session/lifecycle/operations.rs	rust	implementation	rust:domain-session	owner-private; callers must enter through the owner facade or contract
packages/agent/src/domains/session/lifecycle/tests/archive_delete.rs	rust	test-support	rust:domain-session	test-only helper; production code must not depend on it
packages/agent/src/domains/session/lifecycle/tests/archive_older_than.rs	rust	test-support	rust:domain-session	test-only helper; production code must not depend on it
packages/agent/src/domains/session/lifecycle/tests/create.rs	rust	test-support	rust:domain-session	test-only helper; production code must not depend on it
packages/agent/src/domains/session/lifecycle/tests/mod.rs	rust	test-support	rust:domain-session	test-only helper; production code must not depend on it
packages/agent/src/domains/session/lifecycle/tests/support.rs	rust	test-support	rust:domain-session	test-only helper; production code must not depend on it
packages/agent/src/domains/session/mod.rs	rust	facade	rust:domain-session	callers may depend on this narrow owner-approved surface only
packages/agent/src/domains/session/query/mod.rs	rust	facade	rust:domain-session	callers may depend on this narrow owner-approved surface only
packages/agent/src/domains/session/query/operations.rs	rust	implementation	rust:domain-session	owner-private; callers must enter through the owner facade or contract
packages/agent/src/domains/session/reconstruction/mod.rs	rust	facade	rust:domain-session	callers may depend on this narrow owner-approved surface only
packages/agent/src/domains/session/reconstruction/operations.rs	rust	implementation	rust:domain-session	owner-private; callers must enter through the owner facade or contract
packages/agent/src/domains/settings/contract.rs	rust	contract	rust:domain-settings	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/settings/deps.rs	rust	contract	rust:domain-settings	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/settings/handlers.rs	rust	implementation	rust:domain-settings	owner-private; callers must enter through the owner facade or contract
packages/agent/src/domains/settings/mod.rs	rust	facade	rust:domain-settings	callers may depend on this narrow owner-approved surface only
packages/agent/src/domains/settings/profile/db_path_policy.rs	rust	implementation	rust:domain-settings	owner-private; callers must enter through the owner facade or contract
packages/agent/src/domains/settings/profile/errors.rs	rust	contract	rust:domain-settings	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/settings/profile/mod.rs	rust	facade	rust:domain-settings	callers may depend on this narrow owner-approved surface only
packages/agent/src/domains/settings/profile/operations.rs	rust	implementation	rust:domain-settings	owner-private; callers must enter through the owner facade or contract
packages/agent/src/domains/settings/profile/storage/loader.rs	rust	implementation	rust:domain-settings	owner-private; callers must enter through the owner facade or contract
packages/agent/src/domains/settings/profile/storage/mod.rs	rust	facade	rust:domain-settings	callers may depend on this narrow owner-approved surface only
packages/agent/src/domains/settings/profile/store.rs	rust	implementation	rust:domain-settings	owner-private; callers must enter through the owner facade or contract
packages/agent/src/domains/settings/profile/types/api.rs	rust	contract	rust:domain-settings	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/settings/profile/types/context.rs	rust	contract	rust:domain-settings	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/settings/profile/types/mod.rs	rust	contract	rust:domain-settings	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/settings/profile/types/server.rs	rust	contract	rust:domain-settings	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/settings/profile/types/ui.rs	rust	contract	rust:domain-settings	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/system/mod.rs	rust	facade	rust:domain-system	callers may depend on this narrow owner-approved surface only
packages/agent/src/engine/authority/compensation.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/authority/grants/authorization.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/authority/grants/derivation.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/authority/grants/mod.rs	rust	facade	rust:engine	callers may depend on this narrow owner-approved surface only
packages/agent/src/engine/authority/grants/model.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/authority/grants/paths.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/authority/grants/policy_hash.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/authority/grants/sqlite_codec.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/authority/leases.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/authority/mod.rs	rust	facade	rust:engine	callers may depend on this narrow owner-approved surface only
packages/agent/src/engine/catalog/capabilities.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/catalog/discovery.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/catalog/mod.rs	rust	facade	rust:engine	callers may depend on this narrow owner-approved surface only
packages/agent/src/engine/catalog/registry/authorization.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/catalog/registry/catalog_changes.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/catalog/registry/cleanup.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/catalog/registry/idempotency.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/catalog/registry/invocation.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/catalog/registry/mod.rs	rust	facade	rust:engine	callers may depend on this narrow owner-approved surface only
packages/agent/src/engine/catalog/registry/output_contract.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/catalog/registry/registration.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/catalog/registry/search.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/durability/ledger/memory.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/durability/ledger/mod.rs	rust	facade	rust:engine	callers may depend on this narrow owner-approved surface only
packages/agent/src/engine/durability/ledger/outcome.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/durability/ledger/sqlite_codec.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/durability/ledger/sqlite_store/mod.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/durability/mod.rs	rust	facade	rust:engine	callers may depend on this narrow owner-approved surface only
packages/agent/src/engine/durability/queue/memory.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/durability/queue/mod.rs	rust	facade	rust:engine	callers may depend on this narrow owner-approved surface only
packages/agent/src/engine/durability/queue/runtime.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/durability/queue/sqlite_codec.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/durability/queue/sqlite_store.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/durability/resources/definitions.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/durability/resources/mod.rs	rust	facade	rust:engine	callers may depend on this narrow owner-approved surface only
packages/agent/src/engine/durability/resources/store/memory.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/durability/resources/store/mod.rs	rust	facade	rust:engine	callers may depend on this narrow owner-approved surface only
packages/agent/src/engine/durability/resources/store/sqlite_codec.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/durability/resources/store/tests.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/durability/resources/types.rs	rust	contract	rust:engine	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/engine/durability/resources/ui_surface.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/durability/resources/validation.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/durability/resources/versions.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/durability/state.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/durability/streams/memory.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/durability/streams/mod.rs	rust	facade	rust:engine	callers may depend on this narrow owner-approved surface only
packages/agent/src/engine/durability/streams/sqlite_store.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/invocation/host/bootstrap.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/invocation/host/catalog_handle.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/invocation/host/handle.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/invocation/host/invocation_handle.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/invocation/host/invocation_support.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/invocation/host/meta.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/invocation/host/meta_invocation.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/invocation/host/mod.rs	rust	facade	rust:engine	callers may depend on this narrow owner-approved surface only
packages/agent/src/engine/invocation/host/runtime_host.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/invocation/host/substrate_handle.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/invocation/mod.rs	rust	facade	rust:engine	callers may depend on this narrow owner-approved surface only
packages/agent/src/engine/invocation/model.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/kernel/errors.rs	rust	contract	rust:engine	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/engine/kernel/ids.rs	rust	contract	rust:engine	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/engine/kernel/mod.rs	rust	contract	rust:engine	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/engine/kernel/policy.rs	rust	contract	rust:engine	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/engine/kernel/schema.rs	rust	contract	rust:engine	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/engine/kernel/types/catalog.rs	rust	contract	rust:engine	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/engine/kernel/types/function.rs	rust	contract	rust:engine	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/engine/kernel/types/mod.rs	rust	contract	rust:engine	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/engine/kernel/types/trigger.rs	rust	contract	rust:engine	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/engine/kernel/types/worker.rs	rust	contract	rust:engine	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/engine/mod.rs	rust	facade	rust:engine	callers may depend on this narrow owner-approved surface only
packages/agent/src/engine/primitives/catalog.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/primitives/grant.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/primitives/mod.rs	rust	facade	rust:engine	callers may depend on this narrow owner-approved surface only
packages/agent/src/engine/primitives/queue.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/primitives/resource/artifact.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/primitives/resource/common.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/primitives/resource/input.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/primitives/resource/materialized_file.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/primitives/resource/mod.rs	rust	facade	rust:engine	callers may depend on this narrow owner-approved surface only
packages/agent/src/engine/primitives/resource/registrations.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/primitives/resource/schemas.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/primitives/runtime.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/primitives/state.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/primitives/storage.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/primitives/stores.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/primitives/stream.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/primitives/trigger.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/primitives/ui/mod.rs	rust	facade	rust:engine	callers may depend on this narrow owner-approved surface only
packages/agent/src/engine/primitives/ui/schemas.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/primitives/ui/validation.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/primitives/worker.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/primitives/workers.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/runtime/external_workers/lifecycle.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/runtime/external_workers/mod.rs	rust	facade	rust:engine	callers may depend on this narrow owner-approved surface only
packages/agent/src/engine/runtime/external_workers/proxy.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/runtime/external_workers/registration.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/runtime/external_workers/validation.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/runtime/mod.rs	rust	facade	rust:engine	callers may depend on this narrow owner-approved surface only
packages/agent/src/engine/runtime/triggers.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/runtime/worker_protocol.rs	rust	implementation	rust:engine	owner-private; callers must enter through the owner facade or contract
packages/agent/src/engine/tests/authority/execute_goal_authorization.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/authority/grant_derivation.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/authority/helpers.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/authority/invocation_authorization.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/authority/mod.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/authority/worker_grants.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/catalog/catalog_discovery.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/catalog/mod.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/durability/ledger_idempotency.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/durability/materialized_files.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/durability/mod.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/durability/queue_inspection_persistence.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/durability/queue_lifecycle.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/durability/resource_contracts.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/durability/resource_output_contracts.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/durability/resource_wrappers.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/durability/state_primitives.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/durability/streams.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/fixtures/mod.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/invocation/host_invocation.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/invocation/idempotency.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/invocation/meta_primitives.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/invocation/mod.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/kernel/ids_types.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/kernel/mod.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/mod.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/runtime/external_worker.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/runtime/external_worker_delivery.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/runtime/external_worker_helpers.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/runtime/external_worker_protocol.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/runtime/external_worker_soak.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/runtime/mod.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/runtime/restart_chaos.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/runtime/trigger_helpers.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/engine/tests/runtime/triggers.rs	rust	test-support	rust:engine	test-only helper; production code must not depend on it
packages/agent/src/lib.rs	rust	implementation	unknown	owner-private; callers must enter through the owner facade or contract
packages/agent/src/main.rs	rust	composition-root	rust:binary-entrypoint	may wire concrete implementations listed by this inventory; no reusable domain logic
packages/agent/src/platform/device_broker.rs	rust	implementation	rust:platform	owner-private; callers must enter through the owner facade or contract
packages/agent/src/platform/mod.rs	rust	facade	rust:platform	callers may depend on this narrow owner-approved surface only
packages/agent/src/shared/foundation/constants.rs	rust	implementation	rust:shared-foundation	owner-private; callers must enter through the owner facade or contract
packages/agent/src/shared/foundation/constitution.rs	rust	implementation	rust:shared-foundation	owner-private; callers must enter through the owner facade or contract
packages/agent/src/shared/foundation/errors/mod.rs	rust	facade	rust:shared-foundation	callers may depend on this narrow owner-approved surface only
packages/agent/src/shared/foundation/errors/parse.rs	rust	implementation	rust:shared-foundation	owner-private; callers must enter through the owner facade or contract
packages/agent/src/shared/foundation/errors/tests.rs	rust	test-support	rust:shared-foundation	test-only helper; production code must not depend on it
packages/agent/src/shared/foundation/ids.rs	rust	contract	rust:shared-foundation	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/shared/foundation/mod.rs	rust	facade	rust:shared-foundation	callers may depend on this narrow owner-approved surface only
packages/agent/src/shared/foundation/paths/mod.rs	rust	facade	rust:shared-foundation	callers may depend on this narrow owner-approved surface only
packages/agent/src/shared/foundation/paths/tests.rs	rust	test-support	rust:shared-foundation	test-only helper; production code must not depend on it
packages/agent/src/shared/foundation/profile/compilation.rs	rust	implementation	rust:shared-foundation	owner-private; callers must enter through the owner facade or contract
packages/agent/src/shared/foundation/profile/mod.rs	rust	facade	rust:shared-foundation	callers may depend on this narrow owner-approved surface only
packages/agent/src/shared/foundation/profile/tests.rs	rust	test-support	rust:shared-foundation	test-only helper; production code must not depend on it
packages/agent/src/shared/foundation/profile/validation.rs	rust	implementation	rust:shared-foundation	owner-private; callers must enter through the owner facade or contract
packages/agent/src/shared/foundation/retry.rs	rust	implementation	rust:shared-foundation	owner-private; callers must enter through the owner facade or contract
packages/agent/src/shared/foundation/text.rs	rust	implementation	rust:shared-foundation	owner-private; callers must enter through the owner facade or contract
packages/agent/src/shared/mod.rs	rust	facade	rust:shared	callers may depend on this narrow owner-approved surface only
packages/agent/src/shared/observability/mod.rs	rust	facade	rust:shared-observability	callers may depend on this narrow owner-approved surface only
packages/agent/src/shared/observability/test_utils.rs	rust	implementation	rust:shared-observability	owner-private; callers must enter through the owner facade or contract
packages/agent/src/shared/observability/transport.rs	rust	implementation	rust:shared-observability	owner-private; callers must enter through the owner facade or contract
packages/agent/src/shared/observability/transport/tests.rs	rust	test-support	rust:shared-observability	test-only helper; production code must not depend on it
packages/agent/src/shared/observability/types.rs	rust	contract	rust:shared-observability	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/shared/protocol/content.rs	rust	implementation	rust:shared-protocol	owner-private; callers must enter through the owner facade or contract
packages/agent/src/shared/protocol/document_extractor.rs	rust	implementation	rust:shared-protocol	owner-private; callers must enter through the owner facade or contract
packages/agent/src/shared/protocol/events/capability.rs	rust	implementation	rust:shared-protocol	owner-private; callers must enter through the owner facade or contract
packages/agent/src/shared/protocol/events/factory.rs	rust	implementation	rust:shared-protocol	owner-private; callers must enter through the owner facade or contract
packages/agent/src/shared/protocol/events/mod.rs	rust	facade	rust:shared-protocol	callers may depend on this narrow owner-approved surface only
packages/agent/src/shared/protocol/events/stream.rs	rust	implementation	rust:shared-protocol	owner-private; callers must enter through the owner facade or contract
packages/agent/src/shared/protocol/events/tests/base_sequence.rs	rust	test-support	rust:shared-protocol	test-only helper; production code must not depend on it
packages/agent/src/shared/protocol/events/tests/mod.rs	rust	test-support	rust:shared-protocol	test-only helper; production code must not depend on it
packages/agent/src/shared/protocol/events/tests/session_process.rs	rust	test-support	rust:shared-protocol	test-only helper; production code must not depend on it
packages/agent/src/shared/protocol/events/tests/stream.rs	rust	test-support	rust:shared-protocol	test-only helper; production code must not depend on it
packages/agent/src/shared/protocol/events/tests/tron_catalog.rs	rust	test-support	rust:shared-protocol	test-only helper; production code must not depend on it
