id	surface	family	owner	audience	replacementClass	agentDefaultVisibility	purpose	effect	risk	authorityBoundary	evidenceBoundary	minimalityDecision	evolutionPath	nextAction	notes
memory_status	agent_operation	memory	domains::capability::operations::memory + domains::memory	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	future_memory_modules_may_add_retrieval_or_retention_only_after_activation_policy
module_dependency_decision_inspect	agent_operation	module_dependencies	domains::capability::operations::module_dependencies + domains::module_dependencies	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	dependency_policy_governance_pipeline
module_dependency_decision_list	agent_operation	module_dependencies	domains::capability::operations::module_dependencies + domains::module_dependencies	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	dependency_policy_governance_pipeline
module_dependency_decision_record	agent_operation	module_dependencies	domains::capability::operations::module_dependencies + domains::module_dependencies	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	dependency_policy_governance_pipeline
module_dependency_policy_activate	agent_operation	module_dependencies	domains::capability::operations::module_dependencies + domains::module_dependencies	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	dependency_policy_governance_pipeline
module_dependency_policy_inspect	agent_operation	module_dependencies	domains::capability::operations::module_dependencies + domains::module_dependencies	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	dependency_policy_governance_pipeline
module_dependency_policy_list	agent_operation	module_dependencies	domains::capability::operations::module_dependencies + domains::module_dependencies	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	dependency_policy_governance_pipeline
module_dependency_request_inspect	agent_operation	module_dependencies	domains::capability::operations::module_dependencies + domains::module_dependencies	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	dependency_policy_governance_pipeline
module_dependency_request_list	agent_operation	module_dependencies	domains::capability::operations::module_dependencies + domains::module_dependencies	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	dependency_policy_governance_pipeline
module_dependency_request_record	agent_operation	module_dependencies	domains::capability::operations::module_dependencies + domains::module_dependencies	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	dependency_policy_governance_pipeline
module_inspect	agent_operation	module_registry	domains::capability::operations::module_manifest + domains::module_registry	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	module_manifest_registry_governance_pipeline
module_install_decision_inspect	agent_operation	module_install	domains::capability::operations::module_install + domains::module_install	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	install_gate_governance_pipeline
module_install_decision_list	agent_operation	module_install	domains::capability::operations::module_install + domains::module_install	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	install_gate_governance_pipeline
module_install_decision_record	agent_operation	module_install	domains::capability::operations::module_install + domains::module_install	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	install_gate_governance_pipeline
module_install_request_inspect	agent_operation	module_install	domains::capability::operations::module_install + domains::module_install	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	install_gate_governance_pipeline
module_install_request_list	agent_operation	module_install	domains::capability::operations::module_install + domains::module_install	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	install_gate_governance_pipeline
module_install_request_record	agent_operation	module_install	domains::capability::operations::module_install + domains::module_install	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	install_gate_governance_pipeline
module_lifecycle_decision	agent_operation	module_lifecycle	domains::capability::operations::module_lifecycle + domains::module_lifecycle	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	lifecycle_gate_governance_pipeline
module_lifecycle_inspect	agent_operation	module_lifecycle	domains::capability::operations::module_lifecycle + domains::module_lifecycle	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	lifecycle_gate_governance_pipeline
module_lifecycle_list	agent_operation	module_lifecycle	domains::capability::operations::module_lifecycle + domains::module_lifecycle	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	lifecycle_gate_governance_pipeline
module_lifecycle_request	agent_operation	module_lifecycle	domains::capability::operations::module_lifecycle + domains::module_lifecycle	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	lifecycle_gate_governance_pipeline
module_list	agent_operation	module_registry	domains::capability::operations::module_manifest + domains::module_registry	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	module_manifest_registry_governance_pipeline
module_program_execution_cancel	agent_operation	module_program_execution	domains::capability::operations::module_program_execution + module_program_execution pack	session_work	runtime_routable	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	module_lifecycle_runtime_and_exact_resource_selectors	module_runtime_lifecycle_trace_and_rollback_evidence_required	module_candidate	candidate_validation_shadow_approval_activation_route_event_rollback	use_as_template_for_governed_module_version_replacement	already_module_owned_template_for_supervised_replacement
module_program_execution_cleanup	agent_operation	module_program_execution	domains::capability::operations::module_program_execution + module_program_execution pack	session_work	runtime_routable	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	module_lifecycle_runtime_and_exact_resource_selectors	module_runtime_lifecycle_trace_and_rollback_evidence_required	module_candidate	candidate_validation_shadow_approval_activation_route_event_rollback	use_as_template_for_governed_module_version_replacement	already_module_owned_template_for_supervised_replacement
module_program_execution_start	agent_operation	module_program_execution	domains::capability::operations::module_program_execution + module_program_execution pack	session_work	runtime_routable	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	module_lifecycle_runtime_and_exact_resource_selectors	module_runtime_lifecycle_trace_and_rollback_evidence_required	module_candidate	candidate_validation_shadow_approval_activation_route_event_rollback	use_as_template_for_governed_module_version_replacement	already_module_owned_template_for_supervised_replacement
module_program_execution_status	agent_operation	module_program_execution	domains::capability::operations::module_program_execution + module_program_execution pack	session_work	runtime_routable	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	module_lifecycle_runtime_and_exact_resource_selectors	module_runtime_lifecycle_trace_and_rollback_evidence_required	module_candidate	candidate_validation_shadow_approval_activation_route_event_rollback	use_as_template_for_governed_module_version_replacement	already_module_owned_template_for_supervised_replacement
module_proposal_inspect	agent_operation	module_authoring	domains::capability::operations::module_authoring + domains::module_authoring	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	authoring_record_governance_pipeline
module_proposal_list	agent_operation	module_authoring	domains::capability::operations::module_authoring + domains::module_authoring	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	authoring_record_governance_pipeline
module_proposal_record	agent_operation	module_authoring	domains::capability::operations::module_authoring + domains::module_authoring	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	authoring_record_governance_pipeline
module_runtime_cancel	agent_operation	module_runtime	domains::capability::operations::module_runtime + domains::module_runtime	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	runtime_gate_governance_pipeline
module_runtime_inspect	agent_operation	module_runtime	domains::capability::operations::module_runtime + domains::module_runtime	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	runtime_gate_governance_pipeline
module_runtime_list	agent_operation	module_runtime	domains::capability::operations::module_runtime + domains::module_runtime	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	runtime_gate_governance_pipeline
module_runtime_request	agent_operation	module_runtime	domains::capability::operations::module_runtime + domains::module_runtime	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	runtime_gate_governance_pipeline
module_validation_inspect	agent_operation	module_validation	domains::capability::operations::module_validation + domains::module_validation	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	validation_gate_governance_pipeline
module_validation_list	agent_operation	module_validation	domains::capability::operations::module_validation + domains::module_validation	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	validation_gate_governance_pipeline
module_validation_record	agent_operation	module_validation	domains::capability::operations::module_validation + domains::module_validation	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	validation_gate_governance_pipeline
notification_inspect	agent_operation	notifications	domains::capability::operations::notifications + domains::notifications	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_extend_notification_workflows_but_not_bypass_inbox_delivery_records
notification_list	agent_operation	notifications	domains::capability::operations::notifications + domains::notifications	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_extend_notification_workflows_but_not_bypass_inbox_delivery_records
notification_mark_all_read	agent_operation	notifications	domains::capability::operations::notifications + domains::notifications	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_extend_notification_workflows_but_not_bypass_inbox_delivery_records
notification_mark_read	agent_operation	notifications	domains::capability::operations::notifications + domains::notifications	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_extend_notification_workflows_but_not_bypass_inbox_delivery_records
notification_send	agent_operation	notifications	domains::capability::operations::notifications + domains::notifications	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	delivery_policy_stays_server_governed_until_push_transport_policy_exists
observe	agent_operation	core	domains::capability::operations::common	agent_diagnostics	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	engine_owned_kernel_authority	engine_trace_replay_catalog_or_source_review_evidence_required	keep_core	source_candidate_validation_adversarial_review_user_approved_integration	source_level_evolution_only	kernel_diagnostic_stays_engine_owned
procedural_activation_decision_inspect	agent_operation	procedural	domains::capability::operations::procedural + domains::procedural	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	activation_framework_governs_future_learned_behavior
procedural_activation_decision_list	agent_operation	procedural	domains::capability::operations::procedural + domains::procedural	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	activation_framework_governs_future_learned_behavior
procedural_activation_decision_record	agent_operation	procedural	domains::capability::operations::procedural + domains::procedural	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	activation_framework_governs_future_learned_behavior
procedural_activation_request_inspect	agent_operation	procedural	domains::capability::operations::procedural + domains::procedural	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	activation_framework_governs_future_learned_behavior
procedural_activation_request_list	agent_operation	procedural	domains::capability::operations::procedural + domains::procedural	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	activation_framework_governs_future_learned_behavior
procedural_activation_request_record	agent_operation	procedural	domains::capability::operations::procedural + domains::procedural	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	activation_framework_governs_future_learned_behavior
procedural_definition_record	agent_operation	procedural	domains::capability::operations::procedural + domains::procedural	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	activation_framework_governs_future_learned_behavior
procedural_state_inspect	agent_operation	procedural	domains::capability::operations::procedural + domains::procedural	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	activation_framework_governs_future_learned_behavior
procedural_state_list	agent_operation	procedural	domains::capability::operations::procedural + domains::procedural	governance	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	activation_framework_governs_future_learned_behavior
process_run	agent_operation	core	domains::capability::operations::process	session_work	runtime_routable	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	exact_operation_selectors_plus_route_authority	shadow_activation_route_event_and_rollback_evidence_required	module_candidate	candidate_validation_shadow_approval_activation_route_event_rollback	prove_next_runtime_route_before_expanding_targets	future_process_adapter_requires_exact_workdir_authority_network_none_bounded_output_replay_idempotency_and_rollback_disable_refs
program_execution_inspect	agent_operation	program_execution	domains::capability::operations::program_execution + domains::program_execution	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_add_execution_metadata_but_not_bypass_program_execution_records
program_execution_list	agent_operation	program_execution	domains::capability::operations::program_execution + domains::program_execution	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_add_execution_metadata_but_not_bypass_program_execution_records
program_execution_record	agent_operation	program_execution	domains::capability::operations::program_execution + domains::program_execution	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_add_execution_metadata_but_not_bypass_program_execution_records
prompt_artifact_inspect	agent_operation	prompt_artifacts	domains::capability::operations::prompt_artifacts + domains::prompt_artifacts	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_add_prompt_artifact_producers_but_not_bypass_artifact_custody
prompt_artifact_list	agent_operation	prompt_artifacts	domains::capability::operations::prompt_artifacts + domains::prompt_artifacts	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_add_prompt_artifact_producers_but_not_bypass_artifact_custody
prompt_artifact_record	agent_operation	prompt_artifacts	domains::capability::operations::prompt_artifacts + domains::prompt_artifacts	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_add_prompt_artifact_producers_but_not_bypass_artifact_custody
question_answer	agent_operation	goals_questions	domains::capability::operations::goals	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_extend_workflows_but_must_not_bypass_durable_record_custody
question_create	agent_operation	goals_questions	domains::capability::operations::goals	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_extend_workflows_but_must_not_bypass_durable_record_custody
question_inspect	agent_operation	goals_questions	domains::capability::operations::goals	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_extend_workflows_but_must_not_bypass_durable_record_custody
question_list	agent_operation	goals_questions	domains::capability::operations::goals	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_extend_workflows_but_must_not_bypass_durable_record_custody
replay_manifest	agent_operation	core	domains::capability::operations::replay	agent_diagnostics	kernel_evolution_only	search_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	engine_owned_kernel_authority	engine_trace_replay_catalog_or_source_review_evidence_required	keep_core	source_candidate_validation_adversarial_review_user_approved_integration	source_level_evolution_only	replay_manifest_stays_engine_owned_audit_substrate
repository_tree_inspect	agent_operation	repository_tree	domains::capability::operations::repository_tree + domains::repository	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_add_repository_scanners_but_not_bypass_tree_snapshot_records
repository_tree_list	agent_operation	repository_tree	domains::capability::operations::repository_tree + domains::repository	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_add_repository_scanners_but_not_bypass_tree_snapshot_records
repository_tree_snapshot	agent_operation	repository_tree	domains::capability::operations::repository_tree + domains::repository	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_add_repository_scanners_but_not_bypass_tree_snapshot_records
schedule_cancel	agent_operation	scheduler	domains::capability::operations::scheduler + domains::scheduler	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_extend_scheduling_workflows_but_must_not_bypass_schedule_records
schedule_create	agent_operation	scheduler	domains::capability::operations::scheduler + domains::scheduler	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_extend_scheduling_workflows_but_must_not_bypass_schedule_records
schedule_fire_due	agent_operation	scheduler	domains::capability::operations::scheduler + domains::scheduler	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_extend_scheduling_workflows_but_must_not_bypass_schedule_records
schedule_inspect	agent_operation	scheduler	domains::capability::operations::scheduler + domains::scheduler	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_extend_scheduling_workflows_but_must_not_bypass_schedule_records
schedule_list	agent_operation	scheduler	domains::capability::operations::scheduler + domains::scheduler	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_extend_scheduling_workflows_but_must_not_bypass_schedule_records
