id	path	surface_kind	owner	classification	proof	evidence_policy	scorecard_rows
DESI-INV-133	packages/agent/docs/self-sufficient-agent-runtime-readiness-inventory.md	inventory	ssarr-docs-owner	active_current	DESI inventory guard tracks SSARR inventory	Inventory must classify readiness surfaces and historical evidence	DESI-1,DESI-5
DESI-INV-134	packages/agent/docs/self-sufficient-agent-runtime-readiness-inventory.tsv	inventory	ssarr-docs-owner	predecessor_index	DESI predecessor guard checks SSARR TSV	Predecessor index must classify SSARR artifacts	DESI-5
DESI-INV-135	packages/agent/tests/self_sufficient_agent_runtime_readiness_invariants.rs	invariant_test	ssarr-test-owner	active_current	Local and GitHub closeout targets run SSARR	SSARR invariant remains retained closeout proof	DESI-1,DESI-7
DESI-INV-136	packages/agent/docs/primitive-minimality-closure-scorecard.md	scorecard	pmc-docs-owner	active_current	DESI scorecard parser validates PMC rows	Closed scorecard must stay 100/100 with companion evidence	DESI-3,DESI-4
DESI-INV-137	packages/agent/docs/primitive-minimality-closure-evidence-manifest.md	evidence_manifest	pmc-docs-owner	active_current	DESI companion-evidence guard reads PMC evidence	Current evidence must record concrete command results	DESI-3,DESI-8
DESI-INV-138	packages/agent/docs/primitive-minimality-closure-inventory.md	inventory	pmc-docs-owner	active_current	DESI inventory guard tracks PMC inventory	Inventory must classify removed and retained surfaces	DESI-1,DESI-5
DESI-INV-139	packages/agent/docs/primitive-minimality-closure-inventory.tsv	inventory	pmc-docs-owner	predecessor_index	DESI predecessor guard checks PMC TSV	Predecessor index must classify PMC artifacts	DESI-5
DESI-INV-140	packages/agent/tests/primitive_minimality_closure_invariants.rs	invariant_test	pmc-test-owner	active_current	Local and GitHub closeout targets run PMC	PMC invariant remains retained closeout proof	DESI-1,DESI-7
DESI-INV-141	packages/agent/docs/phase-2-agent-execution-restoration-scorecard.md	scorecard	p2aer-docs-owner	active_current	Accepted Slice 11A updates record current-baseline procedural inspection scope after review/fix/re-review	Current scorecard must separate accepted slices from future deferred procedural behavior	DESI-1,DESI-3,DESI-8
DESI-INV-142	packages/agent/docs/phase-2-agent-execution-restoration-evidence-manifest.md	evidence_manifest	p2aer-docs-owner	active_current	Accepted Slice 11A evidence records branch, baseline, implementation/review/fix/re-review workers, commits, deferred scope, and validation	Current evidence must remain concrete and distinguish accepted inspection scope from deferred activation behavior	DESI-1,DESI-3,DESI-8
DESI-INV-143	packages/agent/docs/phase-2-agent-execution-restoration-inventory.md	inventory	p2aer-docs-owner	active_current	Accepted Slice 11A inventory records procedural state provenance/inspection boundaries	Inventory must classify accepted inspection scope and deferred non-goals	DESI-1,DESI-5,DESI-8
DESI-INV-144	packages/agent/docs/phase-2-agent-execution-restoration-inventory.tsv	inventory	p2aer-docs-owner	active_current	Accepted Slice 11A machine row records procedural_record inspection scope with current_baseline status	TSV must preserve accepted baseline status and deferred-scope discoverability	DESI-1,DESI-5,DESI-8
DESI-INV-145	packages/agent/docs/restoration-retrospective-audit-status.md	inventory	p2aer-docs-owner	active_current	Slice 11A tracker row records accepted independent review/fix/re-review state	Tracker must record accepted commits, threads, validation, and deferred scope	DESI-1,DESI-5,DESI-8
DESI-INV-146	packages/agent/docs/phase-2-agent-execution-restoration-scorecard.md	scorecard	p2aer-docs-owner	active_current	Accepted Slice 12 updates record current-baseline scheduler foundation scope after review/fix/re-review	Current scorecard must separate accepted scheduler foundation from deferred execution and notification behavior	DESI-1,DESI-3,DESI-8
DESI-INV-147	packages/agent/docs/phase-2-agent-execution-restoration-evidence-manifest.md	evidence_manifest	p2aer-docs-owner	active_current	Accepted Slice 12 evidence records branch, baseline, implementation/review/fix/re-review workers, commits, deferred scope, and validation	Current evidence must remain concrete and distinguish accepted scheduler resource/run-record scope from deferred automation behavior	DESI-1,DESI-3,DESI-8
DESI-INV-148	packages/agent/docs/phase-2-agent-execution-restoration-inventory.md	inventory	p2aer-docs-owner	active_current	Accepted Slice 12 inventory records scheduler foundation boundaries	Inventory must classify accepted scheduler resource/run-record scope and deferred non-goals	DESI-1,DESI-5,DESI-8
DESI-INV-149	packages/agent/docs/phase-2-agent-execution-restoration-inventory.tsv	inventory	p2aer-docs-owner	active_current	Accepted Slice 12 machine row records scheduler resource/run-record scope with current_baseline status	TSV must preserve accepted baseline status and deferred-scope discoverability	DESI-1,DESI-5,DESI-8
DESI-INV-150	packages/agent/docs/restoration-retrospective-audit-status.md	inventory	p2aer-docs-owner	active_current	Slice 12 tracker row records accepted independent review/fix/re-review state	Tracker must record accepted commits, workers, validation, and deferred scope	DESI-1,DESI-5,DESI-8
DESI-INV-151	packages/agent/docs/phase-2-agent-execution-restoration-scorecard.md	scorecard	p2aer-docs-owner	active_current	Accepted Slice 13 updates record current-baseline notification/device backend foundation scope after review/fix/re-review loops	Current scorecard must separate accepted backend inbox/device resource scope from deferred live APNs and native inbox behavior	DESI-1,DESI-3,DESI-8
DESI-INV-152	packages/agent/docs/phase-2-agent-execution-restoration-evidence-manifest.md	evidence_manifest	p2aer-docs-owner	active_current	Accepted Slice 13 evidence records branch, baseline, implementation/review/fix/re-review workers, commits, deferred scope, and validation	Current evidence must remain concrete and distinguish accepted notification/device resource scope from deferred live delivery behavior	DESI-1,DESI-3,DESI-8
DESI-INV-153	packages/agent/docs/phase-2-agent-execution-restoration-inventory.md	inventory	p2aer-docs-owner	active_current	Accepted Slice 13 inventory records notification/device resource foundation boundaries	Inventory must classify accepted notification/device backend scope and deferred non-goals	DESI-1,DESI-5,DESI-8
DESI-INV-154	packages/agent/docs/phase-2-agent-execution-restoration-inventory.tsv	inventory	p2aer-docs-owner	active_current	Accepted Slice 13 machine rows record notification/device and event-family foundation scope with current_baseline status	TSV must preserve accepted baseline status and deferred-scope discoverability	DESI-1,DESI-5,DESI-8
DESI-INV-155	packages/agent/docs/restoration-retrospective-audit-status.md	inventory	p2aer-docs-owner	active_current	Slice 13 tracker row records accepted independent review/fix/re-review state	Tracker must record accepted commits, workers, validation, and deferred scope	DESI-1,DESI-5,DESI-8
DESI-INV-156	README.md	root_doc	root-docs-owner	active_current	Accepted Slice 14A updates root capability and media boundary docs	README must distinguish backend-only media_artifact custody from deferred capture UI server transcription and public media APIs	DESI-1,DESI-3,DESI-8
DESI-INV-157	packages/agent/docs/phase-2-agent-execution-restoration-scorecard.md	scorecard	p2aer-docs-owner	active_current	Accepted Slice 14A records current-baseline backend media foundation scope	Current scorecard must separate media_artifact resource custody from deferred imports repository trees updates capture UI and transcription model changes	DESI-1,DESI-3,DESI-8
DESI-INV-158	packages/agent/docs/phase-2-agent-execution-restoration-evidence-manifest.md	evidence_manifest	p2aer-docs-owner	active_current	Accepted Slice 14A evidence records branch baseline implementation review fix re-review commits deferred areas and focused validation	Current evidence must remain concrete and distinguish accepted backend media foundation from deferred native capture/import/update behavior	DESI-1,DESI-3,DESI-8
DESI-INV-159	packages/agent/docs/phase-2-agent-execution-restoration-inventory.md	inventory	p2aer-docs-owner	active_current	Accepted Slice 14A inventory records media resource foundation boundaries	Inventory must classify media blob-ref custody and deferred native capture server transcription imports trees and updates	DESI-1,DESI-5,DESI-8
DESI-INV-160	packages/agent/docs/phase-2-agent-execution-restoration-inventory.tsv	inventory	p2aer-docs-owner	active_current	Accepted Slice 14A machine row records media_artifact scope with current_baseline status	TSV must preserve accepted baseline status and deferred-scope discoverability	DESI-1,DESI-5,DESI-8
DESI-INV-161	README.md	root_doc	root-docs-owner	active_current	Slice 14B implementation candidate updates root capability and import-history boundary docs	README must describe the pending-review import_history_record foundation without claiming accepted repository tree or native import UX behavior	DESI-1,DESI-3,DESI-8
DESI-INV-162	packages/agent/docs/phase-2-agent-execution-restoration-scorecard.md	scorecard	p2aer-docs-owner	active_current	Slice 14 scorecard records current-baseline Slice 14A and pending-review Slice 14B scope	Current scorecard must separate accepted media custody from pending-review import-history lineage and deferred repository tree/native import behavior	DESI-1,DESI-3,DESI-8
DESI-INV-163	packages/agent/docs/phase-2-agent-execution-restoration-evidence-manifest.md	evidence_manifest	p2aer-docs-owner	active_current	Slice 14B implementation candidate evidence must record branch baseline implementation thread commit deferred areas and focused validation	Evidence must remain concrete and keep Slice 14B in pending-review wording until independent review accepts it	DESI-1,DESI-3,DESI-8
DESI-INV-164	packages/agent/docs/phase-2-agent-execution-restoration-inventory.md	inventory	p2aer-docs-owner	active_current	Slice 14B inventory records import-history generic graph lineage boundaries	Inventory must classify bounded import-history resource scope and deferred raw import tree/native UI non-goals	DESI-1,DESI-5,DESI-8
DESI-INV-165	packages/agent/docs/phase-2-agent-execution-restoration-inventory.tsv	inventory	p2aer-docs-owner	active_current	Slice 14B machine row records import_history_record scope with pending_review status	TSV must preserve pending-review status and deferred-scope discoverability before acceptance	DESI-1,DESI-5,DESI-8
DESI-INV-166	packages/agent/docs/restoration-retrospective-audit-status.md	inventory	p2aer-docs-owner	active_current	Slice 14B tracker row records implementation-candidate thread baseline commit validation and deferred scope	Tracker must record the implementation candidate concretely while making independent review still pending	DESI-1,DESI-5,DESI-8
